1602182834
Date,Generic (AI_1),FlowMeter Rate (AI_2),FlowMeter Total (AI_2)
,PH,Flow,Flow
,pH,gal/min,gal
01/19/2024 23:09:11,     8.78,         9.61,  14988472.00,
01/19/2024 23:14:11,     8.74,        11.53,  14988472.00,
01/19/2024 23:19:11,     8.84,        30.74,  14988472.00,
01/19/2024 23:24:11,     8.52,        11.53,  14988472.00,
01/19/2024 23:29:11,     8.80,        31.70,  14988472.00,
01/19/2024 23:34:11,     8.80,        37.47,  14988472.00,
01/19/2024 23:39:11,     8.86,        13.45,  14988472.00,
01/19/2024 23:44:11,     8.86,         9.61,  14988472.00,
01/19/2024 23:49:11,     8.91,        43.23,  14988481.00,
01/19/2024 23:54:11,     8.80,        28.82,  14988488.00,
01/19/2024 23:59:11,     8.70,        28.82,  14988488.00,
01/20/2024 00:04:11,     8.80,        43.23,  14988488.00,
01/20/2024 00:09:11,     8.72,        25.94,  14988488.00,
01/20/2024 00:14:11,     8.95,         9.61,  14988488.00,
01/20/2024 00:19:11,     8.78,         8.65,  14988488.00,
01/20/2024 00:24:11,     8.78,        40.35,  14988488.00,
01/20/2024 00:29:11,     8.91,        29.78,  14988488.00,
01/20/2024 00:34:11,     8.89,        21.14,  14988488.00,
01/20/2024 00:39:11,     8.82,         6.72,  14988488.00,
01/20/2024 00:44:11,     8.86,        10.57,  14988488.00,
01/20/2024 00:49:11,     8.86,         9.61,  14988488.00,
01/20/2024 00:54:11,     8.82,        10.57,  14988488.00,
01/20/2024 00:59:11,     8.78,        12.49,  14988488.00,
01/20/2024 01:04:11,     8.84,        11.53,  14988488.00,
01/20/2024 01:09:11,     8.89,        16.33,  14988488.00,
01/20/2024 01:14:11,     8.91,        11.53,  14988488.00,
01/20/2024 01:19:11,     8.93,         9.61,  14988488.00,
01/20/2024 01:24:11,     8.89,         1.92,  14988488.00,
01/20/2024 01:29:11,     8.91,         2.88,  14988488.00,
01/20/2024 01:34:11,     8.78,         6.72,  14988488.00,
01/20/2024 01:39:11,     8.70,        14.41,  14988488.00,
01/20/2024 01:44:11,     8.70,         5.76,  14988488.00,
01/20/2024 01:49:11,     8.68,         5.76,  14988488.00,
01/20/2024 01:54:11,     8.70,         8.65,  14988488.00,
01/20/2024 01:59:11,     8.68,         5.76,  14988488.00,
01/20/2024 02:04:11,     8.70,         0.96,  14988488.00,
01/20/2024 02:09:11,     8.60,         7.69,  14988488.00,
01/20/2024 02:14:11,     8.64,         1.92,  14988488.00,
01/20/2024 02:19:11,     8.82,        10.57,  14988488.00,
01/20/2024 02:24:11,     8.74,         1.92,  14988488.00,
01/20/2024 02:29:11,     8.68,         5.76,  14988488.00,
01/20/2024 02:34:11,     8.80,         3.84,  14988488.00,
01/20/2024 02:39:11,     8.68,        21.14,  14988488.00,
01/20/2024 02:44:11,     8.68,         1.92,  14988488.00,
01/20/2024 02:49:11,     8.78,         0.00,  14988488.00,
01/20/2024 02:54:11,     8.68,         1.92,  14988488.00,
01/20/2024 02:59:11,     8.68,         9.61,  14988488.00,
01/20/2024 03:04:11,     8.56,         1.92,  14988488.00,
01/20/2024 03:09:11,     8.74,         3.84,  14988488.00,
01/20/2024 03:14:11,     8.70,         2.88,  14988488.00,
01/20/2024 03:19:11,     8.70,         7.69,  14988488.00,
01/20/2024 03:24:11,     8.62,         8.65,  14988488.00,
01/20/2024 03:29:11,     8.68,         2.88,  14988488.00,
01/20/2024 03:34:11,     8.66,        13.45,  14988488.00,
01/20/2024 03:39:11,     8.62,         5.76,  14988488.00,
01/20/2024 03:44:11,     8.72,         2.88,  14988488.00,
01/20/2024 03:49:11,     8.72,         1.92,  14988488.00,
01/20/2024 03:54:11,     8.76,         3.84,  14988488.00,
01/20/2024 03:59:11,     8.74,         6.72,  14988488.00,
01/20/2024 04:04:11,     8.66,        19.21,  14988488.00,
01/20/2024 04:09:11,     8.82,         1.92,  14988488.00,
01/20/2024 04:14:11,     8.80,         2.88,  14988488.00,
01/20/2024 04:19:11,     8.76,         3.84,  14988488.00,
01/20/2024 04:24:11,     8.95,         4.80,  14988488.00,
01/20/2024 04:29:11,     8.56,         7.69,  14988488.00,
01/20/2024 04:34:11,     8.60,        15.37,  14988488.00,
01/20/2024 04:39:11,     8.68,         0.00,  14988488.00,
01/20/2024 04:44:11,     8.68,         2.88,  14988488.00,
01/20/2024 04:49:11,     8.86,         6.72,  14988488.00,
01/20/2024 04:54:11,     8.70,         6.72,  14988488.00,
01/20/2024 04:59:11,     8.72,         6.72,  14988488.00,
01/20/2024 05:04:11,     8.64,         1.92,  14988488.00,
01/20/2024 05:09:11,     8.70,        20.17,  14988488.00,
01/20/2024 05:14:11,     8.74,         5.76,  14988488.00,
01/20/2024 05:19:11,     8.78,         5.76,  14988488.00,
01/20/2024 05:24:11,     8.80,        14.41,  14988488.00,
01/20/2024 05:29:11,     8.86,         5.76,  14988488.00,
01/20/2024 05:34:11,     8.86,         5.76,  14988488.00,
01/20/2024 05:39:11,     8.80,         8.65,  14988488.00,
01/20/2024 05:44:11,     8.70,        21.14,  14988511.00,
01/20/2024 05:49:11,     8.72,        26.90,  14988511.00,
01/20/2024 05:54:11,     8.95,        19.21,  14988511.00,
01/20/2024 05:59:11,     8.91,        29.78,  14988511.00,
01/20/2024 06:04:11,     8.58,        38.43,  14988511.00,
01/20/2024 06:09:11,     9.03,        21.14,  14988511.00,
01/20/2024 06:14:11,     8.86,        43.23,  14988525.00,
01/20/2024 06:19:12,     8.89,        35.55,  14988525.00,
01/20/2024 06:24:13,     8.91,        12.49,  14988525.00,
01/20/2024 06:29:13,     8.74,        19.21,  14988525.00,
01/20/2024 06:34:13,     8.84,        40.35,  14988525.00,
01/20/2024 06:39:13,     8.80,        38.43,  14988525.00,
01/20/2024 06:44:13,     8.91,         9.61,  14988525.00,
01/20/2024 06:49:13,     8.78,         8.65,  14988525.00,
01/20/2024 06:54:13,     8.76,        36.51,  14988525.00,
01/20/2024 06:59:13,     8.89,         9.61,  14988525.00,
01/20/2024 07:04:13,     8.82,         5.76,  14988525.00,
01/20/2024 07:09:13,     8.89,        20.17,  14988525.00,
01/20/2024 07:14:13,     8.86,         7.69,  14988525.00,
01/20/2024 07:19:13,     8.86,        17.29,  14988525.00,
01/20/2024 07:24:13,     8.78,        10.57,  14988525.00,
01/20/2024 07:29:13,     8.78,         7.69,  14988525.00,
01/20/2024 07:34:13,     8.93,         2.88,  14988525.00,
01/20/2024 07:39:13,     8.76,        15.37,  14988525.00,
01/20/2024 07:44:13,     8.86,        12.49,  14988525.00,
01/20/2024 07:49:14,     8.78,        15.37,  14988525.00,
01/20/2024 07:54:15,     8.97,        12.49,  14988525.00,
01/20/2024 07:59:15,     8.91,        12.49,  14988525.00,
01/20/2024 08:04:15,     8.97,        10.57,  14988525.00,
01/20/2024 08:09:15,     8.99,        27.86,  14988525.00,
01/20/2024 08:14:15,     8.76,        13.45,  14988525.00,
01/20/2024 08:19:15,     8.76,        13.45,  14988525.00,
01/20/2024 08:24:15,     8.80,         9.61,  14988525.00,
01/20/2024 08:29:15,     8.84,        24.98,  14988525.00,
01/20/2024 08:34:15,     8.84,        26.90,  14988525.00,
01/20/2024 08:39:15,     8.86,        37.47,  14988525.00,
01/20/2024 08:44:15,     8.78,         5.76,  14988525.00,
01/20/2024 08:49:15,     8.89,         8.65,  14988569.00,
01/20/2024 08:54:15,     8.93,         4.80,  14988569.00,
01/20/2024 08:59:15,     8.89,        10.57,  14988569.00,
01/20/2024 09:04:15,     8.82,         8.65,  14988569.00,
01/20/2024 09:09:15,     8.93,         3.84,  14988569.00,
01/20/2024 09:14:15,     8.76,         9.61,  14988569.00,
01/20/2024 09:19:15,     8.70,         3.84,  14988569.00,
01/20/2024 09:24:15,     8.76,        23.06,  14988569.00,
01/20/2024 09:29:15,     8.76,        14.41,  14988758.00,
01/20/2024 09:34:15,     8.82,        34.59,  14988758.00,
01/20/2024 09:39:15,     8.48,        54.76,  14988758.00,
01/20/2024 09:44:15,     8.95,        30.74,  14988758.00,
01/20/2024 09:49:15,     8.97,        12.49,  14988758.00,
01/20/2024 09:54:15,     8.80,        44.19,  14988758.00,
01/20/2024 09:59:15,     8.80,        33.62,  14988819.00,
01/20/2024 10:04:15,     8.84,        24.02,  14989007.00,
01/20/2024 10:09:15,     8.72,        53.80,  14989007.00,
01/20/2024 10:14:15,     8.97,        23.06,  14989246.00,
01/20/2024 10:19:15,     8.80,        45.15,  14989416.00,
01/20/2024 10:24:15,     8.80,        60.52,  14989490.00,
01/20/2024 10:29:15,     8.95,        16.33,  14989661.00,
01/20/2024 10:34:15,     8.93,        16.33,  14989758.00,
01/20/2024 10:39:15,     8.78,        11.53,  14989758.00,
01/20/2024 10:44:15,     8.74,        18.25,  14989758.00,
01/20/2024 10:49:15,     8.84,        14.41,  14989758.00,
01/20/2024 10:54:15,     8.86,         8.65,  14989758.00,
01/20/2024 10:59:15,     8.78,        18.25,  14989758.00,
01/20/2024 11:04:15,     8.80,        34.59,  14989758.00,
01/20/2024 11:09:15,     8.95,        31.70,  14989758.00,
01/20/2024 11:14:15,     8.68,        16.33,  14989758.00,
01/20/2024 11:19:15,     8.99,        30.74,  14989758.00,
01/20/2024 11:24:15,     8.93,        38.43,  14989767.00,
01/20/2024 11:29:15,     8.93,        10.57,  14989767.00,
01/20/2024 11:34:15,     8.86,        33.62,  14989767.00,
01/20/2024 11:39:15,     8.93,        23.06,  14989775.00,
01/20/2024 11:44:15,     8.82,        11.53,  14989775.00,
01/20/2024 11:49:15,     8.86,        12.49,  14989775.00,
01/20/2024 11:54:15,     8.86,         7.69,  14989775.00,
01/20/2024 11:59:15,     8.86,        11.53,  14989775.00,
01/20/2024 12:04:15,     8.89,        20.17,  14989775.00,
01/20/2024 12:09:15,     8.72,        18.25,  14989775.00,
01/20/2024 12:14:15,     8.91,         8.65,  14989775.00,
01/20/2024 12:19:15,     8.78,        11.53,  14989775.00,
01/20/2024 12:24:15,     8.95,        15.37,  14989775.00,
01/20/2024 12:29:15,     8.89,        14.41,  14989775.00,
01/20/2024 12:34:15,     8.91,         2.88,  14989775.00,
01/20/2024 12:39:15,     8.82,         3.84,  14989775.00,
01/20/2024 12:44:15,     8.52,         7.69,  14989775.00,
01/20/2024 12:49:15,     8.62,        15.37,  14989775.00,
01/20/2024 12:54:15,     8.68,         2.88,  14989775.00,
01/20/2024 12:59:15,     8.80,        17.29,  14989775.00,
01/20/2024 13:04:15,     8.44,        12.49,  14989775.00,
01/20/2024 13:09:15,     8.78,         5.76,  14989775.00,
01/20/2024 13:14:15,     8.74,        14.41,  14989775.00,
01/20/2024 13:19:15,     8.97,        41.31,  14989775.00,
01/20/2024 13:24:15,     8.84,         2.88,  14989775.00,
01/20/2024 13:29:15,     8.80,         7.69,  14989775.00,
01/20/2024 13:34:15,     8.74,        22.10,  14989775.00,
01/20/2024 13:39:15,     8.72,         5.76,  14989775.00,
01/20/2024 13:44:15,     8.72,        21.14,  14989775.00,
01/20/2024 13:49:15,     8.84,        13.45,  14989775.00,
01/20/2024 13:54:15,     8.66,         3.84,  14989775.00,
01/20/2024 13:59:15,     8.70,        12.49,  14989775.00,
01/20/2024 14:04:15,     8.82,        11.53,  14989775.00,
01/20/2024 14:09:15,     8.89,         9.61,  14989775.00,
01/20/2024 14:14:15,     8.78,        14.41,  14989775.00,
01/20/2024 14:19:15,     8.78,        13.45,  14989775.00,
01/20/2024 14:24:15,     8.82,         0.96,  14989775.00,
01/20/2024 14:29:15,     8.82,        12.49,  14989775.00,
01/20/2024 14:34:15,     8.64,        16.33,  14989775.00,
01/20/2024 14:39:15,     8.66,         6.72,  14989775.00,
01/20/2024 14:44:15,     8.50,         1.92,  14989775.00,
01/20/2024 14:49:15,     8.86,         2.88,  14989775.00,
01/20/2024 14:54:15,     8.74,        10.57,  14989775.00,
01/20/2024 14:59:15,     8.56,         1.92,  14989775.00,
01/20/2024 15:04:15,     8.74,         8.65,  14989775.00,
01/20/2024 15:09:15,     8.72,        10.57,  14989775.00,
01/20/2024 15:14:15,     8.68,         4.80,  14989775.00,
01/20/2024 15:19:15,     8.60,        12.49,  14989775.00,
01/20/2024 15:24:15,     8.80,        10.57,  14989775.00,
01/20/2024 15:29:15,     8.84,        18.25,  14989775.00,
01/20/2024 15:34:15,     8.80,        16.33,  14989775.00,
01/20/2024 15:39:15,     8.78,        17.29,  14989775.00,
01/20/2024 15:44:15,     8.72,        26.90,  14989775.00,
01/20/2024 15:49:15,     8.78,        25.94,  14989775.00,
01/20/2024 15:54:15,     8.82,        25.94,  14989775.00,
01/20/2024 15:59:15,     8.82,        38.43,  14989775.00,
01/20/2024 16:04:15,     8.86,        21.14,  14989775.00,
01/20/2024 16:09:15,     8.80,         5.76,  14989775.00,
01/20/2024 16:14:15,     8.89,        10.57,  14989775.00,
01/20/2024 16:19:15,     8.29,        15.37,  14989775.00,
01/20/2024 16:24:15,     8.70,        11.53,  14989775.00,
01/20/2024 16:29:16,     8.95,         4.80,  14989775.00,
01/20/2024 16:34:17,     8.76,        15.37,  14989775.00,
01/20/2024 16:39:17,     8.82,        23.06,  14989775.00,
01/20/2024 16:44:17,     8.80,         9.61,  14989775.00,
01/20/2024 16:49:17,     8.89,        13.45,  14989775.00,
01/20/2024 16:54:17,     8.80,        28.82,  14989775.00,
01/20/2024 16:59:17,     8.84,         8.65,  14989775.00,
01/20/2024 17:04:17,     8.78,         0.96,  14989775.00,
01/20/2024 17:09:17,     8.82,         2.88,  14989775.00,
01/20/2024 17:14:17,     8.89,         9.61,  14989775.00,
01/20/2024 17:19:17,     8.76,         9.61,  14989775.00,
01/20/2024 17:24:17,     8.80,         6.72,  14989775.00,
01/20/2024 17:29:17,     8.93,        16.33,  14989775.00,
01/20/2024 17:34:17,     8.72,         7.69,  14989775.00,
01/20/2024 17:39:17,     8.74,         1.92,  14989775.00,
01/20/2024 17:44:17,     8.74,         6.72,  14989775.00,
01/20/2024 17:49:17,     8.76,         3.84,  14989775.00,
01/20/2024 17:54:17,     8.76,        20.17,  14989775.00,
01/20/2024 17:59:17,     8.72,         5.76,  14989775.00,
01/20/2024 18:04:17,     8.86,        23.06,  14989775.00,
01/20/2024 18:09:17,     8.76,        18.25,  14989775.00,
01/20/2024 18:14:17,     8.89,        23.06,  14989775.00,
01/20/2024 18:19:17,     8.82,        12.49,  14989775.00,
01/20/2024 18:24:17,     8.93,         9.61,  14989775.00,
01/20/2024 18:29:17,     8.82,        17.29,  14989775.00,
01/20/2024 18:34:17,     8.93,        21.14,  14989775.00,
01/20/2024 18:39:17,     8.78,        16.33,  14989775.00,
01/20/2024 18:44:17,     8.82,        27.86,  14989775.00,
01/20/2024 18:49:17,     8.97,        13.45,  14989775.00,
01/20/2024 18:54:17,     8.89,        13.45,  14989775.00,
01/20/2024 18:59:17,     8.91,         7.69,  14989775.00,
01/20/2024 19:04:17,     8.89,         4.80,  14989775.00,
01/20/2024 19:09:17,     8.84,         8.65,  14989775.00,
01/20/2024 19:14:17,     8.86,         9.61,  14989775.00,
01/20/2024 19:19:17,     8.78,         6.72,  14989775.00,
01/20/2024 19:24:17,     8.80,         9.61,  14989775.00,
01/20/2024 19:29:17,     8.11,        19.21,  14989775.00,
01/20/2024 19:34:17,     8.84,        22.10,  14989775.00,
01/20/2024 19:39:17,     8.72,         8.65,  14989775.00,
01/20/2024 19:44:17,     8.72,         5.76,  14989775.00,
01/20/2024 19:49:17,     8.74,        14.41,  14989775.00,
01/20/2024 19:54:17,     8.68,        16.33,  14989775.00,
01/20/2024 19:59:17,     8.72,        14.41,  14989775.00,
01/20/2024 20:04:17,     8.74,         1.92,  14989775.00,
01/20/2024 20:09:17,     8.76,        12.49,  14989775.00,
01/20/2024 20:14:17,     8.54,         4.80,  14989775.00,
01/20/2024 20:19:17,     8.76,        24.02,  14989775.00,
01/20/2024 20:24:17,     8.74,        15.37,  14989775.00,
01/20/2024 20:29:17,     8.76,         7.69,  14989775.00,
01/20/2024 20:34:17,     8.91,         9.61,  14989775.00,
01/20/2024 20:39:17,     8.95,         6.72,  14989775.00,
01/20/2024 20:44:17,     8.91,         3.84,  14989775.00,
01/20/2024 20:49:17,     8.93,         7.69,  14989775.00,
01/20/2024 20:54:17,     8.78,        40.35,  14989775.00,
01/20/2024 20:59:17,     8.82,         6.72,  14989775.00,
01/20/2024 21:04:17,     8.97,         8.65,  14989775.00,
01/20/2024 21:09:17,     8.78,         9.61,  14989775.00,
01/20/2024 21:14:17,     8.80,         6.72,  14989775.00,
01/20/2024 21:19:17,     8.78,         4.80,  14989775.00,
01/20/2024 21:24:17,     8.70,        22.10,  14989775.00,
01/20/2024 21:29:17,     8.82,        24.02,  14989775.00,
01/20/2024 21:34:17,     8.78,        12.49,  14989775.00,
01/20/2024 21:39:17,     8.74,        12.49,  14989775.00,
01/20/2024 21:44:17,     8.89,        32.66,  14989805.00,
01/20/2024 21:49:17,     8.82,        15.37,  14989805.00,
01/20/2024 21:54:17,     8.99,        10.57,  14989805.00,
01/20/2024 21:59:17,     9.01,        11.53,  14989805.00,
01/20/2024 22:04:17,     8.89,        32.66,  14989805.00,
01/20/2024 22:09:17,     8.78,         4.80,  14989805.00,
01/20/2024 22:14:17,     9.03,         8.65,  14989805.00,
01/20/2024 22:19:17,     8.95,        13.45,  14989805.00,
01/20/2024 22:24:17,     8.93,         8.65,  14989805.00,
01/20/2024 22:29:17,     8.80,        27.86,  14989805.00,
01/20/2024 22:34:17,     8.78,         6.72,  14989805.00,
01/20/2024 22:39:17,     8.91,        12.49,  14989805.00,
01/20/2024 22:44:17,     8.84,         5.76,  14989805.00,
01/20/2024 22:49:17,     8.82,        11.53,  14989805.00,
01/20/2024 22:54:17,     8.86,         4.80,  14989805.00,
01/20/2024 22:59:17,     8.84,        14.41,  14989805.00,
01/20/2024 23:04:17,     8.93,        33.62,  14989805.00,
01/20/2024 23:09:17,     8.60,        16.33,  14989805.00,
01/20/2024 23:14:17,     8.78,         5.76,  14989805.00,
01/20/2024 23:19:17,     8.84,         7.69,  14989805.00,
01/20/2024 23:24:17,     8.76,         5.76,  14989805.00,
01/20/2024 23:29:17,     8.86,         4.80,  14989805.00,
01/20/2024 23:34:17,     8.89,         9.61,  14989805.00,
01/20/2024 23:39:17,     8.95,        11.53,  14989805.00,
01/20/2024 23:44:17,     8.91,         8.65,  14989805.00,
01/20/2024 23:49:17,     8.76,        16.33,  14989805.00,
01/20/2024 23:54:17,     8.95,        33.62,  14989805.00,
01/20/2024 23:59:17,     9.03,         8.65,  14989805.00,
01/21/2024 00:04:17,     8.82,        13.45,  14989805.00,
01/21/2024 00:09:17,     8.93,         3.84,  14989805.00,
01/21/2024 00:14:17,     8.80,         1.92,  14989805.00,
01/21/2024 00:19:17,     8.89,         7.69,  14989805.00,
01/21/2024 00:24:17,     8.84,         6.72,  14989805.00,
01/21/2024 00:29:17,     8.82,        25.94,  14989805.00,
01/21/2024 00:34:17,     9.03,         1.92,  14989805.00,
01/21/2024 00:39:17,     8.86,         2.88,  14989805.00,
01/21/2024 00:44:17,     8.66,        13.45,  14989805.00,
01/21/2024 00:49:17,     8.89,         6.72,  14989805.00,
01/21/2024 00:54:17,     8.78,        13.45,  14989805.00,
01/21/2024 00:59:17,     8.84,         4.80,  14989805.00,
01/21/2024 01:04:17,     8.68,        14.41,  14989805.00,
01/21/2024 01:09:17,     8.68,         9.61,  14989805.00,
01/21/2024 01:14:17,     8.66,         6.72,  14989805.00,
01/21/2024 01:19:17,     8.64,         2.88,  14989805.00,
01/21/2024 01:24:17,     8.64,         4.80,  14989805.00,
01/21/2024 01:29:17,     8.76,         7.69,  14989805.00,
01/21/2024 01:34:17,     8.74,         5.76,  14989805.00,
01/21/2024 01:39:17,     8.74,         2.88,  14989805.00,
01/21/2024 01:44:17,     8.82,         5.76,  14989805.00,
01/21/2024 01:49:17,     8.70,         0.96,  14989805.00,
01/21/2024 01:54:17,     8.76,         1.92,  14989805.00,
01/21/2024 01:59:17,     8.74,         3.84,  14989805.00,
01/21/2024 02:04:17,     8.60,         3.84,  14989805.00,
01/21/2024 02:09:17,     8.82,        10.57,  14989805.00,
01/21/2024 02:14:17,     8.66,         6.72,  14989805.00,
01/21/2024 02:19:17,     8.64,         6.72,  14989805.00,
01/21/2024 02:24:17,     8.58,        16.33,  14989805.00,
01/21/2024 02:29:17,     8.64,         2.88,  14989805.00,
01/21/2024 02:34:17,     8.74,         6.72,  14989805.00,
01/21/2024 02:39:17,     8.74,        23.06,  14989805.00,
01/21/2024 02:44:17,     8.60,         8.65,  14989805.00,
01/21/2024 02:49:17,     8.70,         3.84,  14989805.00,
01/21/2024 02:54:17,     8.70,         4.80,  14989805.00,
01/21/2024 02:59:17,     8.68,        19.21,  14989805.00,
01/21/2024 03:04:17,     8.78,         5.76,  14989805.00,
01/21/2024 03:09:17,     8.74,        17.29,  14989805.00,
01/21/2024 03:14:17,     8.76,         3.84,  14989805.00,
01/21/2024 03:19:17,     8.58,        13.45,  14989805.00,
01/21/2024 03:24:17,     8.80,         6.72,  14989805.00,
01/21/2024 03:29:17,     8.74,        12.49,  14989805.00,
01/21/2024 03:34:17,     8.68,        11.53,  14989805.00,
01/21/2024 03:39:17,     8.74,         3.84,  14989805.00,
01/21/2024 03:44:17,     8.82,         4.80,  14989805.00,
01/21/2024 03:49:17,     8.78,        11.53,  14989805.00,
01/21/2024 03:54:17,     8.80,         3.84,  14989805.00,
01/21/2024 03:59:17,     8.82,        17.29,  14989805.00,
01/21/2024 04:04:17,     8.93,         3.84,  14989805.00,
01/21/2024 04:09:17,     8.84,        18.25,  14989805.00,
01/21/2024 04:14:17,     8.70,        13.45,  14989805.00,
01/21/2024 04:19:17,     8.86,        23.06,  14989805.00,
01/21/2024 04:24:17,     8.84,         8.65,  14989805.00,
01/21/2024 04:29:17,     8.89,         8.65,  14989805.00,
01/21/2024 04:34:17,     8.70,        11.53,  14989805.00,
01/21/2024 04:39:17,     8.76,        15.37,  14989805.00,
01/21/2024 04:44:17,     8.80,         6.72,  14989805.00,
01/21/2024 04:49:17,     8.82,         2.88,  14989805.00,
01/21/2024 04:54:17,     8.89,        21.14,  14989805.00,
01/21/2024 04:59:17,     8.84,        16.33,  14989805.00,
01/21/2024 05:04:17,     8.93,         1.92,  14989805.00,
01/21/2024 05:09:17,     8.82,         8.65,  14989805.00,
01/21/2024 05:14:17,     8.78,        15.37,  14989805.00,
01/21/2024 05:19:17,     8.80,         1.92,  14989805.00,
01/21/2024 05:24:17,     8.86,         3.84,  14989805.00,
01/21/2024 05:29:17,     8.82,         6.72,  14989805.00,
01/21/2024 05:34:17,     8.80,         0.96,  14989805.00,
01/21/2024 05:39:17,     8.78,         0.96,  14989805.00,
01/21/2024 05:44:17,     8.80,        14.41,  14989805.00,
01/21/2024 05:49:17,     8.58,        21.14,  14989805.00,
01/21/2024 05:54:17,     8.74,        19.21,  14989805.00,
01/21/2024 05:59:17,     8.60,        13.45,  14989805.00,
01/21/2024 06:04:17,     8.66,        12.49,  14989805.00,
01/21/2024 06:09:17,     8.72,        12.49,  14989805.00,
01/21/2024 06:14:17,     8.74,         8.65,  14989805.00,
01/21/2024 06:19:17,     8.70,         6.72,  14989805.00,
01/21/2024 06:24:17,     8.70,         2.88,  14989805.00,
01/21/2024 06:29:17,     8.66,         8.65,  14989805.00,
01/21/2024 06:34:17,     8.70,         3.84,  14989805.00,
01/21/2024 06:39:17,     8.72,         8.65,  14989805.00,
01/21/2024 06:44:17,     8.70,         6.72,  14989805.00,
01/21/2024 06:49:17,     8.80,         3.84,  14989805.00,
01/21/2024 06:54:17,     8.76,         6.72,  14989805.00,
01/21/2024 06:59:17,     8.74,         8.65,  14989805.00,
01/21/2024 07:04:17,     8.72,         4.80,  14989805.00,
01/21/2024 07:09:17,     8.80,        10.57,  14989805.00,
01/21/2024 07:14:17,     8.78,         3.84,  14989805.00,
01/21/2024 07:19:17,     8.66,         4.80,  14989805.00,
01/21/2024 07:24:17,     8.74,         2.88,  14989805.00,
01/21/2024 07:29:17,     8.78,         6.72,  14989805.00,
01/21/2024 07:34:17,     8.84,         4.80,  14989805.00,
01/21/2024 07:39:17,     8.60,         7.69,  14989805.00,
01/21/2024 07:44:17,     8.76,         6.72,  14989805.00,
01/21/2024 07:49:17,     8.70,         6.72,  14989805.00,
01/21/2024 07:54:17,     8.84,        10.57,  14989805.00,
01/21/2024 07:59:17,     8.84,         8.65,  14989805.00,
01/21/2024 08:04:17,     8.64,        10.57,  14989805.00,
01/21/2024 08:09:17,     8.82,         5.76,  14989805.00,
01/21/2024 08:14:17,     8.62,         4.80,  14989805.00,
01/21/2024 08:19:17,     8.76,         3.84,  14989805.00,
01/21/2024 08:24:17,     8.84,         4.80,  14989805.00,
01/21/2024 08:29:17,     8.76,         1.92,  14989805.00,
01/21/2024 08:34:17,     8.68,        16.33,  14989805.00,
01/21/2024 08:39:17,     8.46,        24.98,  14989821.00,
01/21/2024 08:44:17,     8.86,        44.19,  14989827.00,
01/21/2024 08:49:17,     8.89,        16.33,  14989867.00,
01/21/2024 08:54:17,     8.93,        22.10,  14989993.00,
01/21/2024 08:59:17,     8.60,         9.61,  14989993.00,
01/21/2024 09:04:17,     8.60,         1.92,  14989993.00,
01/21/2024 09:09:17,     8.52,         7.69,  14989993.00,
01/21/2024 09:14:17,     8.31,         9.61,  14989993.00,
01/21/2024 09:19:17,     8.54,         5.76,  14989993.00,
01/21/2024 09:24:17,     8.58,         8.65,  14989993.00,
01/21/2024 09:29:17,     8.54,        16.33,  14989993.00,
01/21/2024 09:34:17,     8.23,       137.38,  14990028.00,
01/21/2024 09:39:17,     8.70,        14.41,  14990151.00,
01/21/2024 09:44:17,     8.66,        11.53,  14990151.00,
01/21/2024 09:49:17,     8.15,         4.80,  14990151.00,
01/21/2024 09:54:17,     8.46,        12.49,  14990151.00,
01/21/2024 09:59:17,     8.89,        22.10,  14990182.00,
01/21/2024 10:04:17,     8.80,        17.29,  14990182.00,
01/21/2024 10:09:17,     8.66,        42.27,  14990291.00,
01/21/2024 10:14:17,     8.91,        16.33,  14990291.00,
01/21/2024 10:19:17,     8.84,        18.25,  14990291.00,
01/21/2024 10:24:17,     8.58,        85.50,  14990390.00,
01/21/2024 10:29:17,     8.40,         2.88,  14990489.00,
01/21/2024 10:34:17,     8.58,         7.69,  14990489.00,
01/21/2024 10:39:17,     9.11,        74.93,  14990591.00,
01/21/2024 10:44:17,     8.72,        10.57,  14990661.00,
01/21/2024 10:49:17,     8.72,         7.69,  14990661.00,
01/21/2024 10:54:17,     8.70,         8.65,  14990661.00,
01/21/2024 10:59:17,     8.76,        14.41,  14990661.00,
01/21/2024 11:04:17,     8.62,        19.21,  14990661.00,
01/21/2024 11:09:17,     8.70,        18.25,  14990661.00,
01/21/2024 11:14:17,     8.89,        31.70,  14990661.00,
01/21/2024 11:19:17,     8.84,        46.11,  14990661.00,
01/21/2024 11:24:17,     8.86,        31.70,  14990661.00,
01/21/2024 11:29:17,     8.95,         7.69,  14990661.00,
01/21/2024 11:34:17,     8.89,        41.31,  14990661.00,
01/21/2024 11:39:17,     8.89,        31.70,  14990669.00,
01/21/2024 11:44:17,     8.84,        14.41,  14990669.00,
01/21/2024 11:49:17,     8.89,         7.69,  14990669.00,
01/21/2024 11:54:17,     8.80,        43.23,  14990669.00,
01/21/2024 11:59:17,     8.84,        23.06,  14990669.00,
01/21/2024 12:04:17,     8.84,        14.41,  14990669.00,
01/21/2024 12:09:17,     8.76,         9.61,  14990669.00,
01/21/2024 12:14:17,     8.82,         8.65,  14990669.00,
01/21/2024 12:19:17,     8.93,        21.14,  14990669.00,
01/21/2024 12:24:17,     8.93,        10.57,  14990669.00,
01/21/2024 12:29:17,     8.89,         4.80,  14990669.00,
